name,roll,branch,start_year,current_courses,previous_courses_with_grades
Arjun Nair,201680,ME,2023,101;202;OOPS,301|8.8;402|9.6;CN|7.3;CNTR|6.9;CNTR|6.7;DSA|5.6;402|9.9
Yash Kapoor,201681,EE,2021,SE;502;502;CNTR,502|6.2;CNTR|9.1;CN|9.3;202|7.8;SE|6.0;CN|6.0;501|5.5;OOPS|5.8
Aditya Kumar,201682,Maths,2020,DBMS;DBMS;102,301|8.1;101|7.4;SE|6.1;CN|9.9;301|6.1;202|6.1;CNTR|7.3;502|8.7
Tanvi Reddy,201683,ME,2019,302;502;CNTR;402;AI,DBMS|7.1;SE|5.6;OOPS|6.8;102|8.3;OOPS|7.4;CN|5.9;402|9.9;301|9.6;502|8.0
Vivaan Agarwal,201684,ME,2021,402;402;401,102|7.2;201|5.6;102|8.1;402|7.4;NLP|6.3;CN|7.4
Aditya Kumar,201685,EE,2019,201;402;302,302|8.5;OS|8.4;DSA|8.5;501|5.8;501|8.8
Yash Khan,201686,ECE,2021,102;101;CN;302,NLP|6.4;NLP|5.3;AI|7.7;CN|7.1;302|9.7;OS|6.9
Krishna Singh,ECE2022-687,ME,2022,AI;DSA;AI;202;102;NLP,402|6.1;OOPS|7.3;DBMS|6.8;AI|6.9;OS|7.2;501|8.2;OS|6.0;DBMS|6.1;402|7.2;501|8.6
Aditi Verma,Maths2023-688,Physics,2023,DSA;OS;402,201|8.5;NLP|5.6;SE|6.4;OOPS|7.9;DSA|9.3;401|8.6;ML|8.6
Tanvi Khan,201689,ME,2019,302;301;DSA;402;501;AI,301|7.4;202|9.7;401|6.4;201|9.9;OOPS|9.5;302|9.9
Rohan Malhotra,201690,EE,2020,ML;ML;302;NLP,CNTR|5.7;201|10.0;201|7.5;302|9.7;502|5.4;SE|5.9;302|7.4
Kavya Rao,201691,EE,2023,402;CN;202,OOPS|7.4;502|6.3;202|5.9;OS|6.3;CNTR|5.1;SE|9.2
Kavya Malhotra,EE2019-692,ECE,2020,402;401;DBMS;SE,501|8.4;AI|9.5;SE|8.1;CNTR|5.5;401|9.4;202|5.5;DSA|8.1;402|8.1
Vihaan Agarwal,ME2022-693,ECE,2021,502;402;101;CN;201,402|9.4;SE|5.0;302|5.8;502|9.4;401|9.8
Ananya Bose,201694,CE,2019,CN;OOPS;DSA;301;AI,401|9.3;DSA|5.6;CNTR|5.0;402|9.4;OS|8.2;102|7.2;201|7.1;302|8.2;ML|7.8;401|5.6
Ishaan Patel,CSE2020-695,BT,2021,DBMS;202;NLP;401;102;301,101|8.3;102|7.1;102|8.2;301|9.9;OOPS|9.1;CNTR|5.1;SE|9.3;NLP|7.8;AI|9.4
Kavya Iyer,201696,CSE,2021,502;OS;201;OOPS;101;SE,AI|5.7;101|5.5;301|5.6;OS|5.8;AI|7.1;402|7.8;502|8.3
Ananya Malhotra,201697,Maths,2019,OS;CN;101;302,302|9.9;402|5.2;OS|8.4;DBMS|9.9;CN|8.0;102|7.5;501|9.7;101|9.6;501|5.3
Vihaan Malhotra,201698,ME,2019,OOPS;SE;SE,CNTR|8.2;502|9.1;OS|6.6;101|9.0;DBMS|6.7;OOPS|8.9;CN|9.3;NLP|9.6;OS|8.4
Kavya Gupta,201699,EE,2021,AI;SE;DBMS,502|8.3;ML|6.7;201|6.1;CNTR|9.1;NLP|6.1;ML|8.4
Arjun Agarwal,201700,ECE,2019,202;501;102,401|8.2;AI|5.3;OS|9.8;102|7.3;301|7.9;101|5.8;102|6.5;DSA|5.9;OS|9.7
Arjun Agarwal,ECE2023-701,CE,2022,301;ML;OS;102,OS|7.7;SE|9.1;301|6.1;501|8.2;201|7.8;OS|6.9;401|9.6
Krishna Nair,Maths2019-702,BT,2022,301;402;301,SE|9.8;302|8.1;202|9.0;302|8.6;NLP|5.7;ML|7.5
Kavya Saxena,201703,CE,2023,301;SE;CN;101;CN;201,101|9.6;401|9.4;502|8.3;ML|9.1;OOPS|8.5;DSA|8.0;DBMS|6.8;501|7.6;DSA|6.9
Vivaan Mehta,BT2022-704,CE,2023,301;401;OOPS;201;402,AI|7.7;302|5.3;302|7.6;201|7.5;402|9.0;CN|7.9
Kavya Singh,201705,ME,2023,OS;201;DSA;AI;DSA;CN,CN|8.8;302|5.2;ML|9.6;502|9.5;301|7.5
Tanvi Nair,201706,ECE,2023,302;OOPS;OS;302,DBMS|8.6;OS|7.3;CN|6.4;ML|6.2;202|8.0;101|9.2;CN|6.0
Sakshi Mehta,Maths2023-707,Maths,2022,202;ML;DSA;ML;202,202|7.9;302|6.9;CN|9.2;OS|8.9;OS|5.0
Vivaan Rao,201708,ME,2022,CNTR;502;502;CN;102,502|5.1;101|9.1;OS|7.8;401|8.8;SE|6.9;SE|8.6;102|7.9;AI|7.8;101|9.6;201|6.3
Vihaan Desai,BT2022-709,CE,2021,401;DBMS;201;OS;301;DSA,402|9.3;CNTR|7.6;202|8.4;302|8.5;401|8.2;501|9.1;SE|7.7;NLP|8.3;102|5.3;502|6.8
Ananya Chowdhury,EE2022-710,BT,2020,101;ML;DSA;DSA,OOPS|9.3;401|7.0;202|6.5;DBMS|8.6;501|7.9;CN|9.0;OS|8.3
Diya Khan,201711,BT,2023,AI;302;SE;DSA;OOPS,201|6.4;DSA|7.1;101|6.6;202|6.4;DBMS|7.1
Rohan Agarwal,CSE2021-712,Physics,2019,NLP;SE;CNTR;402;502,SE|5.0;OOPS|7.6;401|7.3;CNTR|9.7;101|9.3;CNTR|9.6;CNTR|9.1;DSA|8.1;301|8.4
Rohan Mehta,ECE2023-713,ECE,2019,OOPS;NLP;402;DSA;DBMS;501,202|7.1;DBMS|8.2;402|7.8;OS|7.8;AI|9.9
Ritika Sharma,Maths2022-714,BT,2023,202;CNTR;502;101;402;101,301|8.4;502|7.4;401|5.4;DBMS|7.5;DSA|8.2;AI|9.8
Kavya Khan,201715,ME,2023,NLP;OOPS;202;401,CNTR|8.0;502|8.6;CN|6.5;DBMS|9.0;SE|8.9
Rohan Kapoor,201716,Maths,2023,SE;101;302,402|6.5;NLP|9.2;201|6.2;DBMS|8.3;301|8.8;OOPS|9.8;SE|5.3;AI|7.6;SE|9.8
Tanvi Reddy,201717,ECE,2019,202;DBMS;CNTR;102,ML|9.3;DBMS|5.8;202|10.0;501|9.4;CNTR|5.0
Aditya Gupta,201718,BT,2019,302;OS;OOPS;CNTR;SE,201|8.6;DSA|8.2;CNTR|9.3;401|9.7;201|6.4;101|5.6;102|6.5;102|8.0;ML|6.4
Vivaan Iyer,201719,Maths,2022,301;ML;OOPS,OS|8.3;OOPS|6.0;DSA|5.2;CN|7.5;AI|5.4;SE|9.0;302|5.8;101|9.9;NLP|9.9;CNTR|7.3
Tanvi Kumar,201720,CSE,2023,502;DBMS;DSA;OS;OS,201|5.6;402|8.0;NLP|6.1;DBMS|6.7;202|8.0;101|7.3;CNTR|7.6;101|8.8;SE|6.7;101|6.4
Arjun Saxena,201721,EE,2022,OOPS;102;NLP;302;DSA,NLP|8.8;201|5.5;ML|5.2;401|7.7;301|8.3;DSA|8.3;DSA|7.3;502|9.2
Ritika Saxena,CE2021-722,ECE,2021,OOPS;DBMS;302,102|8.2;DBMS|6.3;DSA|9.9;DSA|8.1;OS|8.8;201|8.2;501|5.3
Isha Mehta,EE2021-723,BT,2020,DSA;CNTR;502;DBMS;402;ML,SE|8.3;402|6.8;DBMS|7.6;OOPS|5.4;ML|9.6;AI|7.6;AI|9.0
Ananya Agarwal,201724,EE,2023,202;201;202;202;201,ML|7.1;CN|5.4;302|9.8;CN|8.1;402|9.5;SE|9.7;301|7.0;DBMS|8.3
Aditya Iyer,201725,Physics,2021,501;102;301;302,401|8.2;401|7.2;CNTR|5.5;102|9.0;101|9.2;202|6.0;201|8.2;401|6.9;101|8.8
Isha Kapoor,ME2019-726,ME,2023,302;301;401,CNTR|7.9;501|9.3;502|7.8;201|7.9;AI|8.6;ML|10.0;501|9.7;DSA|6.6;NLP|6.5
Vivaan Rao,EE2023-727,Physics,2023,CN;102;DBMS;DBMS;102;DBMS,DSA|8.7;CN|9.0;301|5.2;OOPS|9.8;201|8.5;202|6.5
Arjun Gupta,ECE2023-728,Physics,2022,NLP;501;202;101;102;401,502|5.5;302|6.2;DSA|8.2;NLP|10.0;DBMS|6.6
Neha Sharma,EE2022-729,EE,2020,501;101;CN;301;301;102,102|9.3;502|5.8;501|9.0;501|8.5;502|7.7;CN|5.1
Vivaan Verma,201730,Physics,2023,402;OS;AI,OS|9.8;ML|5.9;102|9.2;CN|7.3;101|9.7;AI|6.3
Aditya Singh,201731,BT,2021,402;ML;302,202|9.0;CN|7.2;501|7.8;DBMS|8.7;302|5.7
Kavya Bose,201732,ECE,2023,CN;ML;ML;CNTR;OS,401|9.1;OS|9.6;501|8.7;502|5.9;201|6.5;DBMS|7.2;SE|10.0;202|8.2;502|6.3
Arjun Singh,201733,EE,2023,102;DBMS;402;201;DSA;NLP,402|7.0;102|9.5;SE|9.0;DBMS|5.5;102|6.0
Krishna Agarwal,201734,ME,2019,ML;502;501,DSA|9.4;CNTR|7.4;301|6.2;CNTR|6.8;DSA|9.7;DBMS|5.3;SE|8.0
Vihaan Kapoor,ECE2022-735,ECE,2021,DSA;ML;401;CN,NLP|8.9;501|6.4;502|9.6;NLP|8.3;201|5.1;202|9.5;CN|6.2;CN|6.6
Aarav Verma,201736,BT,2020,302;201;501;SE,CN|6.5;402|8.1;502|5.1;402|9.0;201|7.9
Diya Kumar,201737,ME,2020,DSA;ML;302;101;SE;AI,301|5.3;SE|5.6;AI|6.8;401|8.6;301|9.4;301|7.8;402|5.0;402|7.8;SE|5.8;OS|5.5
Neha Malhotra,201738,ECE,2019,OS;302;ML,301|5.1;301|5.3;102|6.7;AI|8.8;ML|5.8;NLP|6.0
Priya Patel,201739,BT,2023,NLP;101;SE;SE;202;302,SE|8.4;302|8.8;SE|9.9;301|7.7;DSA|7.3;CN|7.7;501|5.0
Diya Singh,BT2022-740,Physics,2020,NLP;402;DBMS,DBMS|8.2;DBMS|7.8;501|9.8;102|8.4;401|7.1;202|5.2;DBMS|8.7;502|6.0
Tanvi Agarwal,CSE2021-741,CSE,2023,502;SE;502;ML;OS;202,DBMS|9.5;301|7.4;202|8.9;102|7.2;402|8.6;SE|7.9;502|8.6
Tanvi Kapoor,Maths2019-742,Maths,2023,402;201;CN;202;101;102,NLP|8.0;SE|7.4;CN|9.1;NLP|6.7;OS|7.9;NLP|7.3;DBMS|9.7
Aditi Iyer,201743,ME,2020,402;502;501;101;402;NLP,NLP|8.8;CNTR|5.7;AI|6.1;SE|6.5;301|7.5;OS|5.2;401|8.5;DSA|6.1
Sai Singh,ECE2019-744,Maths,2023,201;NLP;CNTR,AI|9.5;101|7.8;501|6.5;501|9.2;501|9.3
Isha Desai,201745,Maths,2019,SE;101;501;202;SE,302|8.9;401|7.5;301|5.6;AI|9.1;AI|8.3;DBMS|6.8;DBMS|7.3
Isha Chowdhury,BT2022-746,ECE,2019,SE;201;201;102,502|5.3;NLP|9.1;DBMS|7.8;202|6.6;DBMS|7.1;502|8.9;301|8.1;OS|5.5;401|9.7
Diya Nair,201747,CSE,2023,201;402;501;401,301|10.0;ML|7.8;502|6.7;302|6.9;101|8.7;AI|7.2;DBMS|6.1;ML|6.1;502|6.0
Rohan Saxena,Maths2023-748,BT,2022,101;201;OS,SE|8.1;SE|9.3;301|5.2;102|6.0;301|5.5;202|6.6;AI|9.1;402|5.4;101|6.5
Isha Chowdhury,201749,BT,2023,202;AI;202;DBMS;DSA,301|6.1;402|6.0;301|8.6;102|9.7;402|5.4;202|6.3;DBMS|9.6;OOPS|7.6;AI|9.1;DBMS|6.9
Ritika Patel,201750,ECE,2020,502;202;102;201;301,202|6.7;101|8.9;102|7.0;AI|5.0;502|6.6;CN|5.4;401|6.5;402|7.4;SE|8.7;101|6.3
Ananya Desai,201751,Physics,2021,401;AI;501,NLP|7.3;201|5.1;302|5.1;NLP|5.8;101|8.0;NLP|9.2;201|6.8;101|8.5;CN|8.1
Aditi Kumar,201752,ECE,2023,CNTR;OS;301;CNTR;DBMS;502,301|7.2;201|6.7;101|8.9;201|7.5;301|6.6;301|7.0;OS|9.0;102|9.4;502|6.6
Sai Nair,201753,ECE,2020,ML;CNTR;301;NLP,502|8.2;DBMS|5.7;101|5.8;302|6.3;401|7.6;NLP|9.3;302|6.0;OS|5.0;201|5.2;102|5.7
Vivaan Singh,201754,CE,2020,OS;SE;ML;401,DSA|5.0;NLP|8.8;301|7.4;CN|6.4;NLP|5.8;101|5.5;AI|6.6;202|9.9;OOPS|8.7
Diya Agarwal,ME2023-755,ME,2023,201;202;302;CNTR,301|8.3;CN|8.7;DSA|8.4;CN|9.1;502|5.6;102|6.5;102|5.0;CN|6.5;AI|9.7
Rohan Reddy,201756,ECE,2023,NLP;CN;501;AI,CN|9.3;DSA|10.0;NLP|7.3;OS|8.7;SE|5.7;101|6.8;401|7.5;202|9.9
Ritika Desai,201757,Physics,2023,502;201;NLP;201;SE;AI,CN|7.1;501|5.2;502|7.0;DSA|7.4;AI|6.8;402|6.1;102|10.0;502|6.8
Kavya Khan,201758,CSE,2022,301;ML;502;302;AI;AI,CN|8.1;102|8.1;301|7.0;SE|9.9;201|9.9;NLP|9.8;SE|7.6;CN|5.8;102|8.3
Vivaan Jain,201759,ECE,2020,OOPS;AI;102;302,AI|6.6;DSA|5.1;DSA|9.3;DBMS|9.7;OS|7.8
Ishaan Iyer,CE2023-760,Maths,2022,CNTR;DSA;502;102;DBMS,DBMS|7.3;CN|6.8;DBMS|5.2;501|6.3;102|9.9;OS|7.1;101|7.3
Kavya Chowdhury,Physics2021-761,BT,2019,202;502;NLP;101;402,402|6.8;CN|9.9;DSA|8.0;101|5.7;DBMS|9.1;DSA|7.4
Krishna Desai,201762,CSE,2023,OOPS;OOPS;301;OS;NLP;DSA,OOPS|5.0;501|9.0;NLP|8.3;501|5.8;101|5.4;502|8.0;CNTR|7.9;AI|9.1
Aarav Kapoor,CSE2023-763,EE,2021,502;201;OOPS;SE,101|9.4;DSA|7.1;DBMS|7.3;ML|6.2;AI|6.4
Krishna Kapoor,201764,Maths,2020,102;102;SE;102,501|5.6;OOPS|5.6;501|9.9;OS|8.9;AI|7.3;501|5.2;SE|6.4;CNTR|9.8;NLP|5.7
Vivaan Iyer,Maths2023-765,BT,2023,401;101;301;401;102,101|9.0;402|5.3;SE|9.7;NLP|5.3;502|9.2;DSA|9.9;DBMS|6.0;DSA|9.5;OS|5.9
Priya Rao,201766,EE,2019,CNTR;401;402;102;201,301|8.8;302|8.5;OOPS|7.8;502|5.1;201|8.5;101|5.9;301|7.5;AI|5.5
Krishna Verma,201767,EE,2023,501;401;102;302;501;202,402|7.6;CNTR|9.0;401|9.2;401|6.0;502|7.4
Yash Kumar,201768,EE,2022,DSA;102;CNTR;OOPS,302|7.9;DSA|6.7;AI|9.9;101|6.9;SE|7.7;401|7.6;101|7.7
Kavya Iyer,ME2020-769,EE,2023,102;SE;502;OOPS;201;AI,402|5.2;302|6.8;302|7.9;302|6.0;101|6.5;401|9.9;201|9.7;102|7.7;CNTR|5.5;OS|6.0
Tanvi Iyer,201770,CSE,2022,101;DSA;OOPS;CN;OS,NLP|6.7;AI|5.1;401|7.9;402|8.7;ML|6.6;501|9.0;402|7.4;CNTR|6.0;101|6.0;OS|5.6
Krishna Kumar,201771,ECE,2020,CNTR;NLP;101;101,302|6.9;102|8.7;102|7.3;AI|5.1;CNTR|6.0;101|6.8;402|7.0;OOPS|7.1;501|5.3;NLP|6.5
Arjun Iyer,201772,BT,2021,402;102;SE;502,DSA|7.4;102|7.5;502|8.5;ML|9.2;OOPS|9.6
Ritika Desai,Physics2021-773,ECE,2023,OS;NLP;401;OOPS;402;502,402|8.8;401|5.1;CNTR|9.8;302|8.7;202|5.5;301|8.7;401|5.7;401|6.2;201|6.4
Diya Bose,201774,EE,2023,DSA;DBMS;DSA,302|8.2;201|8.0;302|9.3;401|6.6;DSA|7.5;ML|8.7;101|9.5;101|9.2;202|8.3;202|6.2
Krishna Gupta,ECE2020-775,ECE,2020,201;CNTR;501;102;401,CNTR|7.5;201|5.4;ML|5.3;NLP|5.2;CNTR|9.0;402|9.4;201|6.0
Aditya Verma,201776,CE,2020,OS;502;DSA;NLP,DBMS|7.6;DSA|9.1;DBMS|7.3;OS|8.1;ML|7.1;OOPS|9.6;401|9.6
Arjun Khan,201777,EE,2023,SE;CNTR;201;202;102,AI|5.7;202|9.8;NLP|6.0;DBMS|9.0;402|7.5
Yash Jain,201778,CE,2022,DBMS;NLP;202;OS,102|8.0;402|5.8;OS|9.3;CN|6.1;401|6.5;302|7.3;ML|8.7
Yash Mehta,ECE2020-779,ME,2020,502;OOPS;401;102;DBMS;401,202|6.0;501|6.2;101|5.5;CN|6.7;OOPS|9.2;301|8.1;NLP|7.6;CNTR|6.6;302|5.4;DBMS|9.0
Aarav Reddy,201780,CE,2020,DBMS;CN;102,AI|9.7;102|7.2;401|6.6;DBMS|9.0;301|7.8;202|5.4
Neha Sharma,201781,BT,2021,DSA;OOPS;201;301;CNTR;DBMS,OS|9.8;501|8.9;502|10.0;OS|7.6;502|5.2;SE|8.9;101|6.6;102|8.3
Kavya Singh,201782,CE,2023,SE;101;AI;101,501|6.7;102|10.0;501|6.2;201|9.4;402|8.1
Sai Reddy,Maths2023-783,CSE,2022,402;NLP;501;301;ML,301|9.3;501|6.6;301|9.8;501|6.1;301|5.5;CN|5.2;201|5.3;SE|9.7;ML|6.0;CN|8.2
Aarav Reddy,201784,Physics,2020,301;301;302,202|7.8;CNTR|8.3;NLP|9.4;201|8.5;SE|6.8
Tanvi Rao,Physics2021-785,Maths,2022,501;SE;OS;DBMS;502;SE,502|5.9;101|8.9;ML|8.3;101|7.2;502|5.4;202|9.7
Kavya Kapoor,201786,CE,2019,CN;OOPS;402;NLP;OOPS,OS|7.1;DSA|8.2;SE|9.0;AI|9.3;302|5.4;202|5.9;301|8.5
Neha Jain,201787,BT,2020,101;502;402;502,OOPS|9.5;401|8.1;302|7.1;SE|10.0;402|7.9;ML|9.7;302|5.9;NLP|5.0;DSA|7.1
Yash Bose,201788,Maths,2019,CN;OS;SE;401;NLP;301,OOPS|8.7;CN|6.8;202|8.1;301|8.9;OS|7.5;OS|5.6;OOPS|8.5;CNTR|5.4
Sai Iyer,201789,ME,2021,CN;201;202;201,CN|8.2;OOPS|7.8;OS|9.8;ML|7.3;CNTR|7.5;301|8.1;CNTR|7.0
Yash Jain,ECE2022-790,BT,2019,301;ML;501;502,301|8.8;OS|8.4;CNTR|5.8;ML|6.8;102|5.6;502|6.1;201|5.6;CN|5.3;401|5.8;OOPS|9.0
Diya Rao,201791,Maths,2022,DBMS;ML;OS;401;DBMS;202,501|5.9;DBMS|5.4;201|6.1;201|5.2;202|8.2;SE|7.1;101|5.1;CN|6.2;CNTR|6.5;502|5.7
Arjun Iyer,201792,CSE,2019,401;402;202,DSA|5.8;CN|8.0;DSA|5.3;201|7.0;202|7.4;501|9.4
Aditya Singh,CE2022-793,CSE,2019,OS;SE;402;302,AI|9.7;201|9.4;502|9.3;401|6.8;302|9.1;CNTR|9.3;302|8.5
Neha Malhotra,201794,CE,2022,501;ML;AI,DSA|9.4;DSA|6.2;OS|5.9;CN|8.3;SE|8.4
Sakshi Patel,201795,CSE,2020,NLP;402;102;501,CNTR|7.3;301|5.3;DSA|9.5;301|5.6;DSA|6.8
Tanvi Saxena,201796,CE,2021,401;AI;401,502|6.9;CNTR|9.6;DBMS|5.1;ML|6.6;401|5.3;102|8.1
Yash Sharma,201797,CE,2021,NLP;101;301;OOPS;202;402,102|7.3;501|7.7;301|5.1;202|8.3;SE|6.9;502|8.7;201|6.5;102|5.9;201|5.2;502|6.1
Kavya Reddy,CSE2020-798,Physics,2020,CN;101;NLP;DSA;ML;202,401|8.1;AI|9.4;DSA|7.8;501|6.3;DSA|9.1;201|8.8;ML|8.1;102|5.6;ML|8.9
Yash Chowdhury,201799,CSE,2023,CNTR;401;AI;DSA;502;301,OS|5.4;101|7.8;OS|6.9;OOPS|8.3;AI|8.8;201|9.4;OS|7.3;ML|5.6;OOPS|5.9;OS|9.0
Sai Sharma,201800,Maths,2023,OOPS;SE;SE;ML,502|9.6;102|6.0;402|7.2;DBMS|9.8;DSA|9.6;NLP|6.3;401|9.3;502|8.3;OOPS|9.6;502|8.5
Sai Malhotra,201801,ECE,2022,CNTR;ML;301;401,OS|8.7;DSA|8.2;202|5.3;CN|9.5;402|6.6;502|7.1;101|7.2;202|9.5;CNTR|7.6;102|6.8
Arjun Jain,201802,CE,2020,302;101;402;202;AI,502|8.6;AI|9.7;202|5.9;401|5.5;302|8.7;102|5.9;AI|8.4
Aditya Khan,BT2019-803,ECE,2023,AI;501;202;402;CN;202,AI|8.6;101|7.9;402|9.9;CN|5.5;AI|7.2;CN|5.4;CNTR|5.3;502|5.4;OS|8.5;OOPS|9.2
Aditya Malhotra,CSE2023-804,BT,2023,CN;NLP;CNTR;OOPS,102|8.1;ML|7.7;101|5.1;AI|6.6;DSA|7.0;301|6.4;DSA|7.8;502|9.6
Vivaan Rao,201805,BT,2021,AI;201;SE,CN|8.1;401|9.6;CN|5.8;301|7.0;202|5.9
Krishna Kumar,201806,Physics,2023,201;101;402;SE;ML;SE,CNTR|5.7;502|8.6;202|6.7;AI|7.4;CNTR|8.1;NLP|9.3;SE|7.7;101|8.1
Krishna Khan,201807,Maths,2022,101;301;301;302;101;402,501|9.0;AI|9.2;301|5.9;401|9.3;OS|7.4;501|7.7;302|8.1;CN|5.6;OOPS|9.8
Tanvi Verma,201808,ECE,2021,DSA;202;101,OS|5.9;501|8.9;CN|9.4;OOPS|8.7;CN|9.9;502|6.7;CNTR|7.4
Ishaan Khan,201809,CE,2022,102;202;101;101,101|5.4;CN|9.3;501|6.1;202|9.0;201|9.1;ML|7.2
Vivaan Gupta,201810,ME,2019,OOPS;CNTR;DBMS,302|6.0;202|8.3;301|6.3;201|5.1;202|5.2;102|7.2;SE|9.3;SE|7.9
Yash Desai,201811,ME,2021,102;201;302,201|5.5;DSA|6.2;501|8.9;DBMS|5.9;302|7.8;401|7.8;SE|5.1;401|6.3
Vihaan Rao,201812,CE,2019,202;ML;502,DBMS|6.4;101|9.1;CNTR|6.7;AI|5.4;402|5.3;CN|7.2;102|5.2;301|5.1;DBMS|6.2;101|8.0
Priya Saxena,ECE2020-813,Maths,2020,402;301;OOPS;CN;502;DBMS,402|6.6;102|5.3;502|5.9;NLP|5.2;201|7.7;OS|5.9
Rohan Sharma,201814,EE,2021,402;201;101;OOPS;OS,OOPS|9.5;302|8.7;102|7.1;CNTR|7.0;301|7.7
Tanvi Kapoor,CE2019-815,EE,2020,CN;101;CN;ML;OOPS,OOPS|7.8;DBMS|9.2;501|8.3;102|7.1;DSA|8.0;402|6.6
Kavya Reddy,201816,CSE,2019,NLP;102;DBMS,301|5.9;NLP|9.3;NLP|9.2;CN|6.2;401|7.7;502|5.6;OOPS|5.3;OS|6.8;NLP|9.2
Arjun Patel,201817,ECE,2022,302;CNTR;302,401|9.2;502|6.2;ML|9.3;401|6.6;402|9.9;101|8.3;501|9.1;AI|9.8;102|6.6
Arjun Gupta,ME2021-818,CE,2021,302;AI;102;ML;CNTR,CN|8.1;302|9.3;302|5.2;AI|7.0;CN|7.1;OOPS|6.6;402|7.4;202|8.2;502|7.8;101|6.1
Vihaan Jain,201819,CSE,2020,102;OOPS;CNTR;201;CNTR;201,502|8.4;101|7.3;201|7.0;401|8.7;101|9.9
Isha Khan,ECE2022-820,Maths,2020,DSA;DBMS;401,402|9.0;501|6.1;502|6.5;502|7.5;501|9.8;301|5.9
Tanvi Malhotra,201821,EE,2022,OS;ML;401;101,302|8.8;302|9.4;ML|5.6;SE|5.7;OOPS|7.2;402|9.8;201|7.8;501|7.3
Priya Jain,CE2020-822,Maths,2023,102;302;CNTR;401;OOPS;DBMS,NLP|8.1;NLP|9.0;302|8.1;ML|5.2;401|5.4;CNTR|9.9
Arjun Rao,201823,Maths,2023,101;AI;502;OS;501,202|9.3;102|8.9;DSA|6.1;SE|6.2;AI|7.1;101|9.3;502|8.5;302|5.5;DSA|6.1;NLP|9.5
Neha Malhotra,CSE2020-824,EE,2023,101;402;501,CN|6.7;302|9.3;DBMS|8.7;AI|8.0;302|9.1;OOPS|7.0;DSA|10.0;501|6.8;OS|9.9
Kavya Bose,Physics2022-825,CE,2019,201;AI;301,202|5.6;202|5.1;202|5.4;OS|6.9;OOPS|8.6;502|6.4;401|5.1;401|7.8;101|7.7;OS|9.0
Neha Agarwal,BT2022-826,ECE,2022,302;DSA;CN;202,SE|8.4;402|5.1;SE|9.2;202|6.8;301|6.2;501|7.9;302|6.7;402|7.3
Aditi Jain,201827,CE,2021,201;401;ML;102;CN,DBMS|5.6;402|6.5;501|9.7;OS|7.7;DBMS|8.3;OS|8.9;ML|7.5;OOPS|6.9;502|7.3;OS|5.9
Aditya Sharma,201828,CE,2021,502;CNTR;AI;SE,301|6.8;DSA|5.9;DBMS|8.2;401|7.6;202|9.2
Arjun Chowdhury,201829,CSE,2019,AI;502;402;501,502|7.3;NLP|8.0;CN|6.0;DSA|8.5;402|5.6;DBMS|5.2;OOPS|9.9;402|5.5;OS|9.9;402|8.3
Diya Singh,CSE2021-830,ME,2021,501;AI;DBMS;302;OOPS;401,301|8.8;SE|8.3;402|7.9;DBMS|9.8;CN|5.5;402|8.4;NLP|8.2;AI|9.3;SE|7.9
Sakshi Malhotra,ME2021-831,EE,2021,301;401;501;401;DBMS;NLP,101|7.6;NLP|6.7;101|8.2;DBMS|8.1;101|7.2;CNTR|6.2;OS|9.4;502|8.3;502|5.2
Isha Chowdhury,201832,EE,2021,101;402;301;101,CN|6.7;DSA|5.8;CN|9.4;SE|5.2;NLP|5.5;502|8.6;CN|8.1
Priya Saxena,201833,ECE,2022,CNTR;ML;202;202,NLP|7.7;202|5.2;OS|6.1;501|9.9;SE|7.3;102|6.3;OOPS|9.2;OS|7.4;DSA|8.0
Diya Jain,Physics2023-834,ECE,2020,CNTR;CNTR;102;501;DBMS;402,OOPS|9.7;DSA|6.3;102|7.9;402|6.1;101|7.5;CNTR|5.9;DBMS|9.0;302|8.3;SE|6.6
Priya Sharma,ECE2022-835,ECE,2020,CN;OS;ML;CN;CNTR;NLP,NLP|7.3;202|6.0;101|8.5;DSA|9.9;DBMS|9.6;OOPS|7.7;AI|5.3;CN|5.6
Ishaan Iyer,201836,ME,2020,NLP;401;CNTR;301;DSA,CN|5.9;ML|7.9;CNTR|5.6;CNTR|5.4;ML|6.9;101|5.6;302|8.5;502|6.6;NLP|6.5;SE|9.7
Krishna Mehta,201837,ECE,2021,501;402;202;DBMS;DSA,201|5.1;101|6.7;101|8.8;501|6.2;CN|9.3;CN|7.5;NLP|5.1;NLP|5.1
Arjun Mehta,BT2019-838,Maths,2019,502;502;DSA;301,AI|7.2;502|7.3;NLP|8.4;201|9.0;OOPS|8.8;401|7.8;NLP|8.4
Aditi Iyer,201839,Physics,2021,401;101;DSA;302;502,101|7.4;201|5.6;AI|8.2;AI|6.4;ML|9.3;OS|9.2
Neha Nair,201840,ME,2019,201;DBMS;301;301;OOPS;201,ML|7.4;102|6.0;101|9.3;201|9.8;DBMS|9.3;ML|6.4;CN|8.3;402|6.9;DSA|9.3
Aarav Kapoor,EE2022-841,BT,2023,CN;OS;OOPS;AI,NLP|9.6;OOPS|6.1;CN|9.0;401|9.2;OOPS|9.7
Aditi Reddy,201842,BT,2022,402;501;SE,402|5.5;302|6.2;SE|5.7;202|8.4;402|8.9;301|5.1;401|8.3;DBMS|7.0
